Marca temporal	Pais	Comercial encargado	Cliente	Nombre-Correo Gestor Cliente	N° Vacantes	Perfil del Puesto	Tiempo del Servicio	Modalidad de Trabajo	Formación Académica Mínima Requerida	Conocimientos Técnicos Específicos	Años y Tipo de Experiencia	Asignación Equipo	Especificaciones Máquina Portátil	Tarifa	Salario	Observaciones	USUARIO	Estado	Observación Proceso	Número de Candidatos Enviados	Fecha de Envío al Solicitante	Candidato 1	Candidato 2	Candidato 3	Candidato 4	Candidato 5	Candidato 6
2024-07-28 04:38:11	España	Claudía Navas	Cliente C	vivianacampoy@example.net	5	Clasificador de desechos	1 Año	Hibrido	Tecnología	"Quas iste quis magni. Quod harum odio iste.
Ut odio quod autem molestiae animi dicta. Ratione deserunt quae ducimus voluptas."	5 Años	Samtel	N/A	8779076	$ 4049421 + $107224	Quisquam exercitationem ut voluptatum iusto itaque tempora vero. Ipsa impedit odit soluta nihil.	Carolina Sabogal	ATENDIDA	Accusamus vel fuga ex reiciendis qui.	4	2025-02-15 16:25:40	Luis Miguel Diéguez Ponce	Espiridión Benavente Soriano	Valerio Cueto Arcos	Agapito Luís-Garmendia	Telmo Abella Ruiz	Custodio Oller Llabrés
2025-01-25 21:02:38	España	Niolimar Sequera	Cliente E	melaniareyes@example.org	4	Mensajero	1 Año	Presencial	Pregrado Ingeniería de Sistemas	"Sequi ducimus porro aliquam repellat labore. Doloremque deserunt vel alias dicta.
At quo dolores commodi adipisci. Fuga minus earum accusamus."	5 Años	Cliente	Por definir	3334321	$ 4488820 + $349836	Similique sequi quo in. Laborum veniam enim eaque incidunt animi cupiditate.	Alicia Perdomo	CERRADA	Magnam harum aliquam maiores.	8	2024-04-10 07:37:43	Jose Ramón Sosa Pineda	Faustino Aranda	Gabino Valle Maestre	Natividad Puga Calvet	Inocencio Peiró Perera	Aureliano de Folch
2024-10-24 17:27:08	España	Claudía Navas	Cliente F	erosado@example.org	5	Médico especialista	> 1 Año	100 % Remoto	Tecnología	"Culpa repellendus occaecati temporibus occaecati aut dolores perferendis. Corporis fuga nulla recusandae sit aperiam.
Harum nihil laborum quidem sint. Consectetur deserunt eum velit aut quod."	5 Años	Samtel	Por definir	1156608	$ 3658978 + $459586	Eligendi quas sequi doloremque. Magnam aperiam inventore deserunt nemo nam natus nesciunt.	Barbara Correa	CERRADA	Molestiae sunt aperiam porro cupiditate.	3	2024-09-01 07:13:44	Loreto Jose Manuel Morillo Batlle	Olga Parejo Redondo	Agapito Bonifacio Estrada Ramírez	Carmelita Montoya Saez	Inés Luján Morante	Ibán del Lasa
2024-12-18 23:24:15	Colombia	Claudía Navas	Cliente B	ahierro@example.org	1	Profesional del trabajo social	> 1 Año	Hibrido	Ingeniería de Sistemas	"Ab fugiat provident soluta sint. Eius impedit impedit culpa veniam id.
Quis soluta dignissimos minus repudiandae a. Eius ipsam consectetur qui maxime. Harum earum at illo sint."	> a 3 años	Samtel	Por definir	5827790	$ 1111862 + $456691	Molestiae iste dolorem sit molestias eligendi. Dolor explicabo voluptas eveniet aliquid.	Alexander Gabel	ATENDIDA	Odio numquam fugiat suscipit temporibus ipsum.	8	2024-09-23 01:33:09	Samanta Real Miguel	Juan Luis Bernat-Salvador	Mohamed Madrigal Casado	Azeneth Álvarez-Aller	Manu Quintero Pino	Loida Lluch Borrell
2024-08-31 01:55:47	España	Niolimar Sequera	Cliente N	calfonso@example.net	3	Escribiente público	1 Año	Presencial	Ingeniería de Sistemas	"Aliquam voluptatum neque facilis. Nulla saepe nobis ipsum laboriosam.
Mollitia aut neque iusto. Quia tempora atque quis quis optio veniam."	> a 3 años	Cliente	Por determinar	7872707	$ 3403277 + $223517	Atque dicta voluptatem ducimus. Rem perspiciatis expedita dolore quidem culpa.	Alexander Gabel	CERRADA	Perspiciatis velit earum ratione at ducimus cum.	7	2024-10-17 22:13:42	Nuria Hoz	Angelina Nebot Pombo	Abril de Maza	Chucho Machado Coello	Zoraida Eugenia Mosquera Arco	Paulina Irene Valera Serra
2024-12-09 11:53:51	Colombia	Andres Leon	Cliente C	qsaenz@example.com	4	Miembro del poder legislativo	> 1 Año	Presencial	Ingeniería de Sistemas	"Architecto quisquam cupiditate ipsa omnis. Ducimus qui dignissimos in ullam.
Illo illo velit asperiores illum omnis nam. Delectus sint voluptatem ipsum magnam."	6 meses - 1 año	Cliente	Por definir	6721091	$ 2091206 + $168727	Assumenda omnis porro aperiam quas dolor commodi. Ipsa iure maiores tempora.	Alicia Perdomo	CERRADA	Voluptatibus molestiae reprehenderit repellendus.	1	2024-09-15 13:49:21	Juan de Fuente	Manuelita de Rosa	Fermín Barriga Fonseca	Aitana del Borrego	Óscar Solé-Beltran	Adoración Morena Bermudez Garcés
2024-12-01 20:00:58	España	Víctor Díaz	BBVA	isidrovelez@example.org	4	Platero	6 meses	100 % Remoto	Tecnología	"Illum quos sequi sunt non. Voluptatibus inventore esse neque error.
Molestias magni possimus inventore pariatur at quibusdam. Aperiam architecto quasi autem."	> a 3 años	Cliente	Por definir	1650774	$ 4750845 + $495729	Eligendi autem facilis vero illum. Laudantium autem molestiae totam. Ex sapiente quidem beatae.	Alexander Gabel	CERRADA	Non temporibus rerum autem.	6	2024-05-31 05:01:46	Pablo Guitart Ibarra	Ángel Agustín Folch Mendez	Custodio Macías Alegria	Ligia Sáenz-Amo	Adrián Alcázar Escalona	Fortunata Roldan Quintana
2024-04-08 22:43:11	Colombia	Andres Leon	Cliente O	adelia21@example.com	2	Técnico de la Web	1 Año	Presencial	Ingeniería de Sistemas	Sed corrupti facere illum asperiores. Quod rerum sapiente amet quo. Occaecati quis minus. Est in ab.	6 meses - 1 año	Cliente	Por determinar	1071020	$ 1009648 + $176334	Eum ad beatae autem. Ad pariatur dolore veniam eveniet.	Víctor Díaz	ATENDIDA	Reprehenderit omnis asperiores odio nihil ipsum.	9	2024-05-31 22:18:26	Elisa Soto-Alfonso	Aristides Iglesias Mur	Claudia Girón Pastor	Dulce Sola Barros	Mohamed del Oliveras	Vanesa Adela Alsina Pujadas
2024-11-20 02:40:33	Colombia	Víctor Díaz	Cliente H	cozarfanny@example.com	2	Director de teatro	Indefinido	Hibrido	Ingeniería de Sistemas	"Adipisci odit labore. Totam cumque culpa quasi. Consectetur neque quae ipsum. Ipsam quam inventore quo neque maiores.
Nisi consequatur est accusantium ipsam accusantium."	6 meses - 1 año	Samtel	Por definir	7926688	$ 1935202 + $233007	Numquam magnam at culpa. Saepe dolores iste magni asperiores. Illo quod facilis at.	Angelica Garzón	CONTRATADO	Nulla debitis sit error odio aperiam.	9	2024-03-21 23:45:51	César Villegas Cantón	Calista Samper Suarez	Sabina Carrión Guardia	Agustín Artigas Paniagua	Gerónimo del Salinas	Primitiva Vicens
2024-07-24 00:49:59	España	Víctor Díaz	Cliente T	virgilioquintanilla@example.net	2	Profesional de nivel medio de enfermería	1 Año	Hibrido	Tecnología	"Eius itaque ea est vel alias molestiae. Tenetur quos architecto.
Eos repellat corrupti nesciunt suscipit. Suscipit magni error tenetur alias laboriosam. Sunt ea illum odit nam a cum."	6 meses - 1 año	Samtel	Por determinar	7103147	$ 1646102 + $366350	Animi veritatis illo delectus. Delectus enim cumque. Quo earum maiores.	Carolina Sabogal	CONTRATADO	Odio odit fuga alias.	6	2024-10-04 15:18:50	Fernanda Segura Segovia	Chuy Peláez Clemente	Néstor de Olmo	Amando Rico Luján Marqués	Cloe Gutierrez Echeverría	Atilio Jeremías Ortuño Amorós
2024-03-14 03:15:53	Colombia	Claudía Navas	Cliente A	marisolgranados@example.net	4	Empleado de servicios de apoyo a la producción	> 1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	"Ullam nobis asperiores quod a nesciunt inventore corporis. Earum ex aut eos.
Neque porro odit veniam. Reiciendis incidunt exercitationem quia unde id libero."	6 meses - 1 año	Cliente	Por definir	7049896	$ 4547118 + $271335	Officiis tempore voluptate eum iure id velit enim. Rem nesciunt officiis doloremque dolores nihil.	Cristian Carrillo	CERRADA	Ea sunt velit minus.	5	2025-02-04 08:42:34	Emiliano Vendrell Rivero	Kike Roda Fernández	Isaura Gisbert Blázquez	Maite Palmer Valencia	Fernando del Real	Domitila Camino Estrada
2024-04-30 17:44:23	Colombia	Claudía Navas	BBVA	esther61@example.com	3	Bibliotecarios	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	Quas laudantium earum incidunt est nesciunt aspernatur ea. Aliquam itaque hic dicta suscipit laboriosam. Sed magni odit at.	5 Años	Samtel	N/A	9117926	$ 1362557 + $172380	Commodi porro rem possimus molestias sequi repudiandae.	Alicia Perdomo	ATENDIDA	Laudantium qui veniam in ea porro non.	7	2024-07-06 18:31:26	Delia del Ayllón	Fabiola Baena Prado	Santos Granados Trillo	Casandra Querol Mínguez	Jose Serna Montalbán	Mamen Adán Zorrilla
2025-03-02 00:25:33	Colombia	Víctor Díaz	Cliente N	smaldonado@example.net	3	Técnico en electrónica	Indefinido	Presencial	Ingeniería de Sistemas	Perspiciatis a quaerat mollitia magnam. Excepturi soluta omnis molestias nesciunt. Repudiandae praesentium perferendis veritatis porro fugiat quae voluptatum.	6 meses - 1 año	Cliente	N/A	9885156	$ 2377985 + $292720	Cum accusamus beatae totam qui dolorum totam. Dicta quae voluptates inventore odit nesciunt dicta.	Cristian Carrillo	CONTRATADO	Ducimus illum nam vel libero eveniet at.	7	2025-02-06 21:53:38	Cesar Diaz Gómez	Maximiano Zabala Canales	Isidoro Canet Vall	Fernando Ugarte Jimenez	Raúl Vazquez-Cases	Aristides Crespo Solsona
2024-07-23 03:52:24	España	Andres Leon	Cliente E	tramos@example.org	5	Pulidor de metales y afilador de herramientas	Más de 1 año	Presencial	Ingeniería de Sistemas	"Occaecati officiis quam recusandae.
Quas nulla praesentium molestiae eligendi culpa incidunt. Harum quo odit distinctio ipsa perferendis. Eveniet reprehenderit nulla eos."	6 meses - 1 año	Samtel	Por determinar	3462918	$ 4404766 + $178013	Et consequatur reiciendis mollitia.	Barbara Correa	CONTRATADO	Modi molestiae illum quaerat sit natus.	3	2025-02-17 01:29:23	Eliseo Requena Corominas	Duilio Vazquez Gras	Eli Comas	Nicodemo Fajardo Cepeda	Zaira Iñiguez Salazar	Ainara Galan Río
2024-10-11 17:04:47	Colombia	Angelica Garzón	Cliente M	ccosta@example.net	5	Cuidador de niños	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	Odit culpa molestias fuga molestiae corrupti quasi. Nesciunt fugit natus voluptatum illo neque mollitia.	> a 3 años	Samtel	N/A	6609368	$ 3523894 + $279996	Nisi rem beatae explicabo.	Cristian Carrillo	CERRADA	Nobis dolor ullam assumenda doloribus.	8	2025-03-07 12:34:35	Dalila Fabra Fuente	Rodolfo Ferrero Jiménez	Emelina del Castrillo	Eva María Alsina Ríos	Toni Company Guardia	Cipriano de Jódar
2024-06-15 21:21:23	Colombia	Niolimar Sequera	Cliente M	lhigueras@example.com	1	Bibliotecarios	1 Año	Presencial	Ingeniería de Sistemas	Assumenda eligendi consequatur hic sunt non magni. Nobis vero numquam unde possimus perferendis.	> a 3 años	Cliente	N/A	8566286	$ 1416254 + $473206	Officiis autem dignissimos recusandae alias. Labore vitae omnis quo accusamus molestias.	Alicia Perdomo	CONTRATADO	Officiis amet rerum placeat veritatis impedit.	6	2024-06-20 08:45:59	Bárbara Duran Jove	Curro Macías Puente	Gabriel Bueno	Ramona Alberola Valverde	Silvio Aller Quintero	Corona de Río
2024-07-18 13:45:45	Colombia	Víctor Díaz	Softtek	gabriel65@example.com	2	Operador de máquinas para elaborar alimentos y productos afines	Más de 1 año	Presencial	Pregrado Ingeniería de Sistemas	"Eos ullam reprehenderit possimus quaerat eum. Molestias molestiae repudiandae.
Saepe porro animi quisquam expedita placeat ipsa possimus. Omnis mollitia nesciunt provident. Eos commodi nihil."	6 meses - 1 año	Cliente	Por determinar	3090745	$ 3288951 + $460188	Tenetur doloremque nemo nesciunt. Commodi eum ad autem cum maxime porro dolore.	Cristian Carrillo	CERRADA	Ut quae excepturi vel repudiandae sapiente.	6	2024-10-09 20:23:06	Tecla Bartolomé Jordán	Ricardo Alcaraz Mendez	Mateo Izquierdo Carrera	Hortensia Franch	Esmeralda Vilaplana Piñol	Feliciana Puente Aragón
2024-08-02 10:11:15	España	Niolimar Sequera	Banco Falabella	fidel80@example.org	4	Empleado de control de abastecimientos e inventario	1 Año	Hibrido	Ingeniería de Sistemas	"Optio a ipsum provident illum impedit itaque. Aut blanditiis commodi voluptatibus aperiam recusandae quos.
Iusto in incidunt facilis asperiores. Est alias ea beatae. Distinctio non laboriosam."	> a 3 años	Samtel	N/A	1710965	$ 2619586 + $171875	Sequi a adipisci velit debitis accusantium quisquam. Sequi ipsa dignissimos asperiores.	Víctor Díaz	ATENDIDA	Molestiae et tempora qui.	6	2025-03-02 18:15:51	Cecilio Montero Palacios	Víctor Cid Reguera	Filomena Velázquez	Maricruz Cuéllar Luján	Jorge Estevez Gibert	Clementina Pérez Comas
2024-08-03 00:32:25	Colombia	Claudía Navas	Softtek	cbarbera@example.org	3	Supervisor de tiendas y almacenes	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	A quibusdam quod numquam. Voluptate suscipit aliquam doloremque corrupti voluptates. Aliquam inventore similique tempore non veniam rerum. Eum sunt nihil aliquid veniam repellat expedita error.	6 meses - 1 año	Cliente	Por definir	1542415	$ 2892894 + $225812	Neque facere animi harum possimus consequatur ex. Culpa est error labore neque sapiente.	Víctor Díaz	ATENDIDA	Doloribus est temporibus iste eum amet quidem.	3	2024-04-15 15:18:34	Santiago Ramírez Francisco	Crescencia Bertrán Azorin	Teófila Mas	Norberto Noguera Cuesta	Jacinto Bustos Serrano	Alicia de Frías
2024-03-15 11:56:11	Colombia	Angelica Garzón	Cliente C	madridonofre@example.org	1	Focumentalista	Más de 1 año	Presencial	Ingeniería de Sistemas	Fugiat nemo exercitationem sequi sequi recusandae in. Quam voluptatibus facere eum.	5 Años	Cliente	Por determinar	5065381	$ 2763427 + $295542	Sunt autem tenetur corporis ipsam. Harum minus ab eos cumque tempore voluptatibus distinctio.	Víctor Díaz	ATENDIDA	Cum aperiam nemo vel est ducimus.	8	2024-06-19 19:04:12	Rómulo Coronado Barrera	Severino Mínguez Ferreras	Vera Hurtado Clemente	Tere Navarrete Amo	Gertrudis Caro Hoz	Otilia Sarabia Pallarès
2024-08-16 07:08:25	España	Claudía Navas	Cliente F	alcidessilva@example.org	2	Operador de instalaciones para la preparación de pasta para papel y papel	1 Año	Hibrido	Ingeniería de Sistemas	"Animi ipsa impedit illo architecto vero. Error quod exercitationem magnam repudiandae soluta.
Omnis laudantium numquam. Dolores odio vel eum reprehenderit unde quos neque."	> a 3 años	Cliente	Por definir	9747603	$ 4330528 + $194608	Dolor odit quos quo. Tempore exercitationem facere tempore voluptate cum amet.	Barbara Correa	CERRADA	Mollitia saepe amet cum.	4	2024-03-16 13:53:57	Héctor Losa Roselló	Trini Múgica Pastor	Nidia Lara Tomé	María José Garzón Fábregas	Clementina Carrión Uría	Mamen Porcel Ros
2024-10-14 04:14:25	España	Andres Leon	Cliente O	nacio86@example.net	2	Secretario ejecutivo	1 Año	Hibrido	Tecnología	Ad id quisquam tenetur delectus suscipit. Id ullam dolorum libero. Mollitia sunt aspernatur iste iste.	6 meses - 1 año	Samtel	Por definir	2299386	$ 2689795 + $362105	Veniam nostrum amet recusandae quod ut harum. Laborum eveniet eligendi a.	Barbara Correa	ATENDIDA	Molestias ipsa veritatis quod autem mollitia.	4	2024-05-27 15:23:44	Teresa Sans-Guardiola	Eliseo Ortiz Vicente	Asdrubal del Álvaro	Obdulia Arco Navas	Gil Ríos Baeza	Regina de Bravo
2025-01-01 23:14:37	Colombia	Andres Leon	Cliente D	ferminpablo@example.com	1	Locutor de radio	6 meses	Hibrido	Tecnología	"Cumque tempora earum possimus. Nihil minima esse exercitationem minus.
Porro adipisci molestiae odio nostrum. Beatae exercitationem dolor. Optio nihil soluta facilis."	5 Años	Samtel	Por determinar	5923568	$ 4902188 + $424664	Enim sapiente doloremque. A assumenda asperiores in aliquid id.	Cristian Carrillo	ATENDIDA	Veritatis sint nemo.	9	2024-06-07 10:48:50	Jenny Amador	Odalys Benito	Micaela Peinado Palmer	Catalina Felipa Falcó Jordán	Severino Zurita Pla	Ignacio Pellicer
2025-01-16 10:52:31	España	Andres Leon	Cliente O	trevilla@example.net	4	Compositor	Más de 1 año	100 % Remoto	Ingeniería de Sistemas	Esse corporis autem cumque natus laudantium voluptatem. Numquam ad blanditiis aliquam consectetur laudantium.	> a 3 años	Cliente	Por determinar	5567679	$ 2270986 + $380474	At minus minima eos iste vel provident.	Carolina Sabogal	ATENDIDA	Voluptatum ad maxime sit.	8	2025-01-31 05:48:00	Julia Inés Zorrilla Pujol	Jacinto Calvet	Claudio Puerta Carreras	Caridad Mosquera Alegre	Alex Galán Alberto	Melania del Cervantes
2024-04-28 18:21:26	Colombia	Angelica Garzón	Cliente F	cabanillasprudencia@example.com	5	Asesor financiero y en inversiones	Indefinido	Hibrido	Tecnología	Quidem enim eveniet distinctio illum ea culpa. Quae rem quod soluta. Quae esse quasi repellendus. Aliquam rerum temporibus in expedita consequuntur.	> a 3 años	Cliente	Por determinar	3202915	$ 1507419 + $171123	Eum perferendis esse nihil aspernatur a itaque. Blanditiis eos alias provident earum ipsum.	Cristian Carrillo	ATENDIDA	Quam dolorem numquam quibusdam error facere.	7	2024-04-14 03:58:49	María Carreño Bautista	Estela Lucena-Quevedo	Martín Inocencio Pérez Gomez	María de Alemán	Manuel Rosado	Jeremías Agullo
2024-03-29 14:16:41	España	Claudía Navas	Cliente M	evita88@example.net	5	Tenedor de libros	6 meses	Presencial	Pregrado Ingeniería de Sistemas	Consequatur distinctio asperiores placeat dolor voluptatem minima. Praesentium libero iste ipsa placeat. Quibusdam saepe similique culpa praesentium.	6 meses - 1 año	Cliente	Por determinar	6083186	$ 3612911 + $157588	Reiciendis perferendis ducimus id. Deserunt accusamus reprehenderit sit ipsa dolorum.	Cristian Carrillo	ATENDIDA	Autem cum earum.	8	2024-11-04 20:50:22	Gabriel Moliner-Piña	Patricio Rico Carvajal Pozuelo	Elena Pozo-Cazorla	Eladio Castañeda	Chelo Lamas Castilla	Amanda Rueda Quintero
2024-10-14 05:49:14	Colombia	Angelica Garzón	Cliente F	paco47@example.com	4	Técnico en documentación sanitaria	Indefinido	Presencial	Ingeniería de Sistemas	"Vel consequatur excepturi debitis totam ducimus. Culpa quasi quasi.
Velit quaerat officia. Molestiae perferendis nostrum minima incidunt. Rerum odit nemo necessitatibus quo."	6 meses - 1 año	Cliente	N/A	2338529	$ 4080317 + $372475	Expedita possimus sit. Impedit quam optio. Quidem dolore blanditiis porro ab.	Angelica Garzón	ATENDIDA	Deleniti tenetur animi tenetur.	2	2024-07-03 06:55:13	Nilda Becerra	Silvia Huertas Gargallo	Raúl Echeverría	Santiago Mir Montero	Pacífica Ani Pineda Alvarez	Agustina Portillo Falcón
2024-08-23 10:12:29	Colombia	Claudía Navas	Cliente M	ramiro48@example.net	3	Traductor e intérprete	Más de 1 año	Hibrido	Tecnología	"Architecto quas accusamus iusto nemo sint. Officia ullam tempora facere quaerat minima omnis deleniti.
Itaque fugiat eaque illo modi. Suscipit atque aliquid nostrum rem unde."	5 Años	Cliente	Por determinar	6607244	$ 1696310 + $464233	Quis quidem tempore maxime. Laborum nesciunt officiis suscipit. Nam accusamus magni quis.	Alicia Perdomo	CERRADA	Tempore quaerat aliquid.	7	2024-05-23 20:47:58	Remedios Santamaría Salazar	Agustín Salinas Ripoll	Dimas de Montenegro	Lucio Varela Valentín	Elías Peñalver-Domínguez	Yésica Petrona Aguado Mendez
2024-06-21 03:13:11	Colombia	Víctor Díaz	Cliente O	orozas@example.org	3	Clasificador de productos	> 1 Año	Hibrido	Ingeniería de Sistemas	Reprehenderit nobis officiis inventore. Quisquam officiis eveniet. Vero ex nam exercitationem quibusdam at modi blanditiis.	5 Años	Cliente	N/A	3767782	$ 3980310 + $454105	Ut consequatur ex. Excepturi dolorum vero iste asperiores ipsa.	Alexander Gabel	ATENDIDA	Odio soluta itaque.	7	2024-03-25 05:07:37	Yaiza Xiomara Corral Pont	Albina Belda-Noriega	Lope de Tur	Eulalia Malo Huertas	Jordana Pascual Guerrero	Graciela Benet Carmona
2024-05-03 23:53:47	Colombia	Claudía Navas	Cliente J	martinnazario@example.com	1	Gerente de centros deportivos, de esparcimiento y culturales	Indefinido	Presencial	Ingeniería de Sistemas	"Molestiae consectetur placeat temporibus. Ducimus id nulla itaque accusamus. Ipsam esse nam occaecati maxime optio quos.
Odit et sequi maxime ipsam occaecati. Maxime beatae quas provident."	5 Años	Samtel	N/A	6149983	$ 4639922 + $313124	Aspernatur quos quasi rerum itaque ex. Perferendis odio ipsum aliquam quod magnam voluptas.	Cristian Carrillo	CONTRATADO	Fuga ut vel animi cumque.	10	2024-10-23 02:20:09	Esmeralda Gallardo Pastor	Pastora Acedo Cortina	Carina Villa-Quevedo	Felicia Cañizares-Barco	Anselmo Juan Manuel Piñeiro Santos	Angelina Ruano Paniagua
2024-07-21 07:05:08	Colombia	Claudía Navas	Cliente M	etelvina52@example.net	2	Operador de instalaciones mineras	1 Año	Presencial	Tecnología	A voluptatum ea mollitia placeat numquam quisquam. Molestias nostrum accusamus labore quod officiis excepturi. Nostrum deserunt quo vitae.	6 meses - 1 año	Samtel	Por definir	9777764	$ 1350350 + $168410	Blanditiis eos ullam fugiat libero aliquam. Consequuntur possimus doloribus quas.	Carolina Sabogal	CERRADA	Vitae ducimus laudantium illo cupiditate ea.	8	2024-06-17 01:01:19	Adriana del Escribano	Seve Cisneros Viana	Manuela del Marcos	Elisa Luz Bermudez Rocha	Octavia Colom	Charo Domínguez-Riera
2024-08-21 23:12:17	España	Claudía Navas	Cliente Q	oteromilagros@example.net	1	Guía de turismo	1 Año	100 % Remoto	Ingeniería de Sistemas	Corrupti aut perspiciatis tempore corrupti. Recusandae ratione praesentium. Omnis nemo eos aperiam minima. Quis eligendi eligendi distinctio animi.	> a 3 años	Samtel	N/A	5872920	$ 2471392 + $474060	"Eaque quod atque facere natus illo.
Culpa iusto blanditiis at saepe cumque. Culpa esse illum."	Angelica Garzón	CONTRATADO	Sed sit deleniti quidem.	4	2024-09-29 07:27:51	Íñigo del Galindo	Hernán Sabater Vizcaíno	Wilfredo Coca Mir	Gracia de Frutos	Antonia Andrade-Osuna	Lucila Arias-Domínguez
2024-10-05 17:13:24	España	Andres Leon	Cliente G	abayon@example.net	2	Cazador	1 Año	Hibrido	Tecnología	At id tempora. Eius quaerat animi neque soluta commodi eligendi. Earum perspiciatis recusandae quidem officia.	5 Años	Cliente	Por definir	9837086	$ 4972055 + $430612	Sapiente enim occaecati. Consequatur ad possimus suscipit similique nobis eum.	Carolina Sabogal	ATENDIDA	Reiciendis optio quidem cupiditate.	2	2024-05-07 21:27:45	Sergio Edelmiro Clemente Fernandez	Paco Aragonés Mata	Nidia Molina Machado	Catalina Arenas Segura	Alondra Martínez Avilés	Camilo de Sancho
2024-07-12 10:26:07	España	Claudía Navas	Softtek	nestor26@example.org	4	Catador de bebidas	6 meses	Hibrido	Tecnología	Pariatur officiis voluptate fugiat. At sequi distinctio voluptatem. Quia dolorum quo praesentium voluptatibus cumque aspernatur. Dolorem itaque a debitis neque.	5 Años	Samtel	Por determinar	1996138	$ 4445590 + $393558	Ullam facere fugit rem. Minima adipisci dolorem error.	Cristian Carrillo	CERRADA	Iusto eos nam quisquam odio animi eligendi.	1	2024-08-23 18:37:29	Maite Ródenas	Esther Casal-Barrera	Severo Hierro	Victoria Salom Osuna	Angelino Ramis Ferrera	Sabina Borrás Varela
2024-04-20 00:15:53	España	Víctor Díaz	Banco Falabella	flavio42@example.net	3	Diseñador de productos	Más de 1 año	100 % Remoto	Pregrado Ingeniería de Sistemas	Sequi cumque iusto suscipit. Alias incidunt voluptatem iure. Vitae quibusdam officia repudiandae tempora.	> a 3 años	Cliente	Por definir	8342673	$ 3480396 + $344139	Incidunt sed sunt aperiam fuga facere ad perferendis. Odit ab reprehenderit animi omnis.	Angelica Garzón	ATENDIDA	Hic impedit ex ad. Recusandae quod impedit.	7	2025-01-05 12:42:20	Nilda Sala-Acedo	Patricia Arroyo Duran	Felicidad Mendizábal Cazorla	Telmo Nicolás Blazquez	Santiago Fuente Beltrán	Emiliana Pedro Solera
2024-10-22 18:11:46	España	Víctor Díaz	Cliente J	roselloarcelia@example.net	2	Médico especialista	Indefinido	100 % Remoto	Tecnología	Aliquid quae dolore. Fugiat porro voluptatum dolorum eveniet dolor ex. Natus impedit sint ut inventore reprehenderit ea quaerat. Voluptate dolorum maxime possimus veniam cumque officiis rem.	6 meses - 1 año	Cliente	Por determinar	9886331	$ 4340508 + $271247	Sunt pariatur corrupti neque temporibus. Aliquam ipsa tempore earum. Cupiditate et hic enim.	Víctor Díaz	CONTRATADO	Expedita ducimus animi doloribus officiis quidem.	1	2024-08-10 23:05:05	Tadeo Villanueva	Julio Gelabert Tenorio	Juanito Morante Adán	Ainoa Araujo	Natanael del Jódar	Epifanio Boada Comas
2025-03-06 21:17:54	España	Niolimar Sequera	Banco Falabella	cocamaria-luisa@example.net	1	Constructor de casas	Indefinido	100 % Remoto	Ingeniería de Sistemas	Nostrum delectus velit vero odio. Dolores totam corporis quidem minima delectus ipsam. Dicta ipsa nisi animi doloribus quo minus.	> a 3 años	Samtel	Por determinar	8466603	$ 1649705 + $372690	Reiciendis nam magni veniam ab neque. Molestiae incidunt in dolores deserunt quia.	Cristian Carrillo	ATENDIDA	Minima quia a unde provident quidem error ab.	7	2024-04-18 19:23:22	María Pilar del Coello	Teodosio de Falcó	Sonia Reina Castelló Talavera	Urbano Blázquez-Pino	Lisandro Baeza Nevado	Nadia Pepita Estévez Viña
2024-08-12 19:21:46	España	Claudía Navas	Cliente H	francisca31@example.net	2	Recolector de leña	Más de 1 año	100 % Remoto	Ingeniería de Sistemas	Fugit perferendis sapiente reiciendis. Harum excepturi delectus ipsam qui minus autem. Voluptatum doloribus nihil quo doloremque inventore voluptatibus.	6 meses - 1 año	Samtel	Por determinar	2014923	$ 2918956 + $275534	Dolorem commodi veritatis veniam tempore. Impedit voluptatum molestias similique cum.	Angelica Garzón	CONTRATADO	Similique fugiat laboriosam quas corporis.	9	2024-05-21 05:24:17	Reyes Liliana Morán Abascal	Loida Bas Rosa	Corona Albina Boada Cordero	Ciro Pellicer Terrón	David Plaza Escalona	Edelmiro Pablo Larrea
2025-01-23 18:48:57	Colombia	Niolimar Sequera	Softtek	cruz47@example.net	3	Director de teatro	1 Año	Presencial	Pregrado Ingeniería de Sistemas	Incidunt deleniti porro rem eius. Perspiciatis nisi nobis natus. Architecto nam iusto quo nihil alias.	> a 3 años	Cliente	Por definir	4047504	$ 2500437 + $172856	Dignissimos quas officiis sapiente. Laudantium cupiditate itaque.	Angelica Garzón	CERRADA	Quidem cupiditate nostrum unde alias.	1	2024-11-17 20:14:00	Jose Carlos Tomas Andrés	Jimena Prado Font	Miguela Paola Cuenca Ropero	Santos Tamarit Bernad	Primitivo Jaime Marquez Manjón	Calixto Campoy Hervia
